A,0,0,24.0
A,0,1,62.0
A,0,2,127.0
A,0,3,146.0
A,0,4,117.0
A,0,5,133.0
A,0,6,171.0
A,0,7,158.0
A,0,8,197.0
A,0,9,130.0
A,1,0,59.0
A,1,1,140.0
A,1,2,198.0
A,1,3,64.0
A,1,4,123.0
A,1,5,191.0
A,1,6,21.0
A,1,7,17.0
A,1,8,65.0
A,1,9,35.0
A,2,0,179.0
A,2,1,159.0
A,2,2,178.0
A,2,3,137.0
A,2,4,60.0
A,2,5,70.0
A,2,6,82.0
A,2,7,129.0
A,2,8,27.0
A,2,9,183.0
A,3,0,15.0
A,3,1,37.0
A,3,2,77.0
A,3,3,55.0
A,3,4,45.0
A,3,5,89.0
A,3,6,111.0
A,3,7,76.0
A,3,8,19.0
A,3,9,73.0
A,4,0,135.0
A,4,1,187.0
A,4,2,48.0
A,4,3,54.0
A,4,4,174.0
A,4,5,190.0
A,4,6,53.0
A,4,7,126.0
A,4,8,58.0
A,4,9,100.0
A,5,0,46.0
A,5,1,49.0
A,5,2,161.0
A,5,3,176.0
A,5,4,33.0
A,5,5,88.0
A,5,6,3.0
A,5,7,167.0
A,5,8,119.0
A,5,9,51.0
A,6,0,118.0
A,6,1,61.0
A,6,2,139.0
A,6,3,184.0
A,6,4,1.0
A,6,5,124.0
A,6,6,71.0
A,6,7,143.0
A,6,8,107.0
A,6,9,122.0
A,7,0,50.0
A,7,1,6.0
A,7,2,149.0
A,7,3,120.0
A,7,4,20.0
A,7,5,86.0
A,7,6,68.0
A,7,7,134.0
A,7,8,31.0
A,7,9,92.0
A,8,0,110.0
A,8,1,141.0
A,8,2,52.0
A,8,3,74.0
A,8,4,41.0
A,8,5,36.0
A,8,6,105.0
A,8,7,165.0
A,8,8,67.0
A,8,9,152.0
A,9,0,42.0
A,9,1,136.0
A,9,2,138.0
A,9,3,10.0
A,9,4,166.0
A,9,5,177.0
A,9,6,113.0
A,9,7,13.0
A,9,8,102.0
A,9,9,5.0
B,0,0,181.0
B,0,1,1.0
B,0,2,172.0
B,0,3,65.0
B,0,4,114.0
B,1,0,62.0
B,1,1,155.0
B,1,2,165.0
B,1,3,23.0
B,1,4,10.0
B,2,0,72.0
B,2,1,148.0
B,2,2,52.0
B,2,3,42.0
B,2,4,94.0
B,3,0,43.0
B,3,1,26.0
B,3,2,48.0
B,3,3,12.0
B,3,4,149.0
B,4,0,91.0
B,4,1,150.0
B,4,2,139.0
B,4,3,180.0
B,4,4,15.0
B,5,0,18.0
B,5,1,110.0
B,5,2,158.0
B,5,3,170.0
B,5,4,160.0
B,6,0,167.0
B,6,1,183.0
B,6,2,193.0
B,6,3,190.0
B,6,4,107.0
B,7,0,24.0
B,7,1,98.0
B,7,2,154.0
B,7,3,58.0
B,7,4,176.0
B,8,0,171.0
B,8,1,74.0
B,8,2,3.0
B,8,3,123.0
B,8,4,164.0
B,9,0,75.0
B,9,1,39.0
B,9,2,85.0
B,9,3,161.0
B,9,4,100.0
